CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate
11363,2014-02-23,USD,EUR,1.0306
11364,2014-02-23,USD,GBP,0.6562
11365,2014-02-23,USD,JPY,120.13
11366,2014-02-23,USD,MXN,9.7759
11367,2014-02-23,USD,SAR,3.7507
11368,2014-02-23,USD,VEB,1364.0
11369,2014-02-24,USD,ARS,3.64
11370,2014-02-24,USD,AUD,1.8709
11371,2014-02-24,USD,BRL,3.0249
11372,2014-02-24,USD,CAD,1.573
11373,2014-02-24,USD,CNY,8.2866
11374,2014-02-24,USD,EUR,1.0308
11375,2014-02-24,USD,GBP,0.6559
11376,2014-02-24,USD,JPY,120.19
11377,2014-02-24,USD,MXN,9.765
11378,2014-02-24,USD,SAR,3.7504
11379,2014-02-24,USD,VEB,1364.0
11380,2014-02-25,USD,ARS,3.64
11381,2014-02-25,USD,AUD,1.8698
11382,2014-02-25,USD,BRL,3.0249
11383,2014-02-25,USD,CAD,1.573
11384,2014-02-25,USD,CNY,8.2866
11385,2014-02-25,USD,EUR,1.0313
11386,2014-02-25,USD,GBP,0.6562
11387,2014-02-25,USD,JPY,120.15
11388,2014-02-25,USD,MXN,9.765
11389,2014-02-25,USD,SAR,3.7504
11390,2014-02-25,USD,VEB,1364.0
11391,2014-02-26,USD,ARS,3.6299
11392,2014-02-26,USD,AUD,1.8532
11393,2014-02-26,USD,BRL,3.16
11394,2014-02-26,USD,CAD,1.5741
11395,2014-02-26,USD,CNY,8.2867
11396,2014-02-26,USD,EUR,1.0221
11397,2014-02-26,USD,GBP,0.6531
11398,2014-02-26,USD,JPY,119.08
11399,2014-02-26,USD,MXN,9.9529
11400,2014-02-26,USD,SAR,3.7507
11401,2014-02-26,USD,VEB,1371.0
11402,2014-02-27,USD,ARS,3.6299
11403,2014-02-27,USD,AUD,1.8614
11404,2014-02-27,USD,BRL,3.165
11405,2014-02-27,USD,CAD,1.5642
11406,2014-02-27,USD,CNY,8.2866
11407,2014-02-27,USD,EUR,1.0165
11408,2014-02-27,USD,GBP,0.6505
11409,2014-02-27,USD,JPY,118.49
11410,2014-02-27,USD,MXN,9.9553
11411,2014-02-27,USD,SAR,3.7505
11412,2014-02-27,USD,VEB,1346.0
11413,2014-02-28,USD,ARS,3.64
11414,2014-02-28,USD,AUD,1.8597
11415,2014-02-28,USD,BRL,3.2
11416,2014-02-28,USD,CAD,1.564
11417,2014-02-28,USD,CNY,8.2866
11418,2014-02-28,USD,EUR,1.021
11419,2014-02-28,USD,GBP,0.6508
11420,2014-02-28,USD,JPY,117.36
11421,2014-02-28,USD,MXN,9.9871
11422,2014-02-28,USD,SAR,3.7505
11423,2014-02-28,USD,VEB,1376.0
11424,2014-03-01,USD,ARS,3.64
11425,2014-03-01,USD,AUD,1.8447
11426,2014-03-01,USD,BRL,3.21
11427,2014-03-01,USD,CAD,1.5592
11428,2014-03-01,USD,CNY,8.2867
11429,2014-03-01,USD,EUR,1.0185
11430,2014-03-01,USD,GBP,0.6512
11431,2014-03-01,USD,JPY,117.4
11432,2014-03-01,USD,MXN,9.9349
11433,2014-03-01,USD,SAR,3.7505
11434,2014-03-01,USD,VEB,1367.0
11435,2014-03-02,USD,ARS,3.64
11436,2014-03-02,USD,AUD,1.8328
11437,2014-03-02,USD,BRL,3.12
11438,2014-03-02,USD,CAD,1.5596
11439,2014-03-02,USD,CNY,8.2867
11440,2014-03-02,USD,EUR,1.0152
11441,2014-03-02,USD,GBP,0.6499
11442,2014-03-02,USD,JPY,117.73
11443,2014-03-02,USD,MXN,9.8268
11444,2014-03-02,USD,SAR,3.7505
11445,2014-03-02,USD,VEB,1377.0
11446,2014-03-03,USD,ARS,3.64
11447,2014-03-03,USD,AUD,1.8345
11448,2014-03-03,USD,BRL,3.12
11449,2014-03-03,USD,CAD,1.5596
11450,2014-03-03,USD,CNY,8.2867
11451,2014-03-03,USD,EUR,1.017
11452,2014-03-03,USD,GBP,0.6505
11453,2014-03-03,USD,JPY,117.74
11454,2014-03-03,USD,MXN,9.8109
11455,2014-03-03,USD,SAR,3.7505
11456,2014-03-03,USD,VEB,1377.0
11457,2014-03-04,USD,ARS,3.64
11458,2014-03-04,USD,AUD,1.8321
11459,2014-03-04,USD,BRL,3.12
11460,2014-03-04,USD,CAD,1.5596
11461,2014-03-04,USD,CNY,8.2867
11462,2014-03-04,USD,EUR,1.0165
11463,2014-03-04,USD,GBP,0.6498
11464,2014-03-04,USD,JPY,117.73
11465,2014-03-04,USD,MXN,9.8109
11466,2014-03-04,USD,SAR,3.7505
11467,2014-03-04,USD,VEB,1377.0
11468,2014-03-05,USD,ARS,3.64
11469,2014-03-05,USD,AUD,1.8488
11470,2014-03-05,USD,BRL,3.101
11471,2014-03-05,USD,CAD,1.5748
11472,2014-03-05,USD,CNY,8.2867
11473,2014-03-05,USD,EUR,1.0244
11474,2014-03-05,USD,GBP,0.655
11475,2014-03-05,USD,JPY,118.65
11476,2014-03-05,USD,MXN,9.7539
11477,2014-03-05,USD,SAR,3.7505
11478,2014-03-05,USD,VEB,1377.0
11479,2014-03-06,USD,ARS,3.62
11480,2014-03-06,USD,AUD,1.8307
11481,2014-03-06,USD,BRL,3.1
11482,2014-03-06,USD,CAD,1.5679
11483,2014-03-06,USD,CNY,8.2867
11484,2014-03-06,USD,EUR,1.0215
11485,2014-03-06,USD,GBP,0.6543
11486,2014-03-06,USD,JPY,118.88
11487,2014-03-06,USD,MXN,9.8257
11488,2014-03-06,USD,SAR,3.7505
11489,2014-03-06,USD,VEB,1392.0
11490,2014-03-07,USD,ARS,3.58
11491,2014-03-07,USD,AUD,1.8369
11492,2014-03-07,USD,BRL,3.088
11493,2014-03-07,USD,CAD,1.5566
11494,2014-03-07,USD,CNY,8.2866
11495,2014-03-07,USD,EUR,1.0199
11496,2014-03-07,USD,GBP,0.6529
11497,2014-03-07,USD,JPY,118.56
11498,2014-03-07,USD,MXN,9.8297
11499,2014-03-07,USD,SAR,3.7505
11500,2014-03-07,USD,VEB,1408.0
11501,2014-03-08,USD,ARS,3.6
11502,2014-03-08,USD,AUD,1.8471
11503,2014-03-08,USD,BRL,3.141
11504,2014-03-08,USD,CAD,1.5599
11505,2014-03-08,USD,CNY,8.2866
11506,2014-03-08,USD,EUR,1.0321
11507,2014-03-08,USD,GBP,0.6573
11508,2014-03-08,USD,JPY,119.99
11509,2014-03-08,USD,MXN,9.8574
11510,2014-03-08,USD,SAR,3.7505
11511,2014-03-08,USD,VEB,1403.0
11512,2014-03-09,USD,ARS,3.6
11513,2014-03-09,USD,AUD,1.8411
11514,2014-03-09,USD,BRL,3.2198
11515,2014-03-09,USD,CAD,1.5567
11516,2014-03-09,USD,CNY,8.2866
11517,2014-03-09,USD,EUR,1.028
11518,2014-03-09,USD,GBP,0.6579
11519,2014-03-09,USD,JPY,119.62
11520,2014-03-09,USD,MXN,9.8562
11521,2014-03-09,USD,SAR,3.7505
11522,2014-03-09,USD,VEB,1403.0
11523,2014-03-10,USD,ARS,3.6
11524,2014-03-10,USD,AUD,1.842
11525,2014-03-10,USD,BRL,3.2198
11526,2014-03-10,USD,CAD,1.5572
11527,2014-03-10,USD,CNY,8.2866
11528,2014-03-10,USD,EUR,1.028
11529,2014-03-10,USD,GBP,0.6576
11530,2014-03-10,USD,JPY,119.72
11531,2014-03-10,USD,MXN,9.8499
11532,2014-03-10,USD,SAR,3.7505
11533,2014-03-10,USD,VEB,1403.0
11534,2014-03-11,USD,ARS,3.6
11535,2014-03-11,USD,AUD,1.8362
11536,2014-03-11,USD,BRL,3.2198
11537,2014-03-11,USD,CAD,1.5572
11538,2014-03-11,USD,CNY,8.2866
11539,2014-03-11,USD,EUR,1.0283
11540,2014-03-11,USD,GBP,0.6576
11541,2014-03-11,USD,JPY,119.6
11542,2014-03-11,USD,MXN,9.8499
11543,2014-03-11,USD,SAR,3.7505
11544,2014-03-11,USD,VEB,1403.0
11545,2014-03-12,USD,ARS,3.64
11546,2014-03-12,USD,AUD,1.8369
11547,2014-03-12,USD,BRL,3.0939
11548,2014-03-12,USD,CAD,1.5558
11549,2014-03-12,USD,CNY,8.2866
11550,2014-03-12,USD,EUR,1.029
11551,2014-03-12,USD,GBP,0.6572
11552,2014-03-12,USD,JPY,119.74
11553,2014-03-12,USD,MXN,9.8527
11554,2014-03-12,USD,SAR,3.7507
11555,2014-03-12,USD,VEB,1391.0
11556,2014-03-13,USD,ARS,3.62
11557,2014-03-13,USD,AUD,1.8068
11558,2014-03-13,USD,BRL,3.135
11559,2014-03-13,USD,CAD,1.5543
11560,2014-03-13,USD,CNY,8.2866
11561,2014-03-13,USD,EUR,1.017
11562,2014-03-13,USD,GBP,0.6518
11563,2014-03-13,USD,JPY,118.21
11564,2014-03-13,USD,MXN,9.9171
11565,2014-03-13,USD,SAR,3.7507
11566,2014-03-13,USD,VEB,1410.0
11567,2014-03-14,USD,ARS,3.62
11568,2014-03-14,USD,AUD,1.8146
11569,2014-03-14,USD,BRL,3.12
11570,2014-03-14,USD,CAD,1.5597
11571,2014-03-14,USD,CNY,8.2867
11572,2014-03-14,USD,EUR,1.0213
11573,2014-03-14,USD,GBP,0.6518
11574,2014-03-14,USD,JPY,118.74
11575,2014-03-14,USD,MXN,9.9337
11576,2014-03-14,USD,SAR,3.7505
11577,2014-03-14,USD,VEB,1405.0
11578,2014-03-15,USD,ARS,3.6299
11579,2014-03-15,USD,AUD,1.8116
11580,2014-03-15,USD,BRL,3.072
11581,2014-03-15,USD,CAD,1.5591
11582,2014-03-15,USD,CNY,8.2866
11583,2014-03-15,USD,EUR,1.0156
11584,2014-03-15,USD,GBP,0.6458
11585,2014-03-15,USD,JPY,118.16
11586,2014-03-15,USD,MXN,9.9393
11587,2014-03-15,USD,SAR,3.7505
11588,2014-03-15,USD,VEB,1418.0
11589,2014-03-16,USD,ARS,3.6299
11590,2014-03-16,USD,AUD,1.8168
11591,2014-03-16,USD,BRL,3.1535
11592,2014-03-16,USD,CAD,1.559
11593,2014-03-16,USD,CNY,8.2866
11594,2014-03-16,USD,EUR,1.0185
11595,2014-03-16,USD,GBP,0.645
11596,2014-03-16,USD,JPY,118.35
11597,2014-03-16,USD,MXN,9.9656
11598,2014-03-16,USD,SAR,3.7505
11599,2014-03-16,USD,VEB,1418.0
11600,2014-03-17,USD,ARS,3.6299
11601,2014-03-17,USD,AUD,1.8175
11602,2014-03-17,USD,BRL,3.1535
11603,2014-03-17,USD,CAD,1.5593
11604,2014-03-17,USD,CNY,8.2866
11605,2014-03-17,USD,EUR,1.0201
11606,2014-03-17,USD,GBP,0.6464
11607,2014-03-17,USD,JPY,118.73
11608,2014-03-17,USD,MXN,9.957
11609,2014-03-17,USD,SAR,3.7505
11610,2014-03-17,USD,VEB,1418.0
11611,2014-03-18,USD,ARS,3.6299
11612,2014-03-18,USD,AUD,1.8186
11613,2014-03-18,USD,BRL,3.1535
11614,2014-03-18,USD,CAD,1.5592
11615,2014-03-18,USD,CNY,8.2866
11616,2014-03-18,USD,EUR,1.0181
11617,2014-03-18,USD,GBP,0.645
11618,2014-03-18,USD,JPY,118.45
11619,2014-03-18,USD,MXN,9.957
11620,2014-03-18,USD,SAR,3.7505
11621,2014-03-18,USD,VEB,1418.0
11622,2014-03-19,USD,ARS,3.6299
11623,2014-03-19,USD,AUD,1.8146
11624,2014-03-19,USD,BRL,3.0891
11625,2014-03-19,USD,CAD,1.5573
11626,2014-03-19,USD,CNY,8.2868
11627,2014-03-19,USD,EUR,1.0168
11628,2014-03-19,USD,GBP,0.6461
11629,2014-03-19,USD,JPY,118.18
11630,2014-03-19,USD,MXN,9.9419
11631,2014-03-19,USD,SAR,3.7504
11632,2014-03-19,USD,VEB,1418.0
11633,2014-03-20,USD,ARS,3.6499
11634,2014-03-20,USD,AUD,1.8266
11635,2014-03-20,USD,BRL,3.109
11636,2014-03-20,USD,CAD,1.5533
11637,2014-03-20,USD,CNY,8.287
11638,2014-03-20,USD,EUR,1.0033
11639,2014-03-20,USD,GBP,0.6391
11640,2014-03-20,USD,JPY,117.15
11641,2014-03-20,USD,MXN,10.061
11642,2014-03-20,USD,SAR,3.7504
11643,2014-03-20,USD,VEB,1432.0
11644,2014-03-21,USD,ARS,3.66
11645,2014-03-21,USD,AUD,1.834
11646,2014-03-21,USD,BRL,3.115
11647,2014-03-21,USD,CAD,1.5669
11648,2014-03-21,USD,CNY,8.2871
11649,2014-03-21,USD,EUR,1.0074
11650,2014-03-21,USD,GBP,0.6391
11651,2014-03-21,USD,JPY,118.04
11652,2014-03-21,USD,MXN,10.009
11653,2014-03-21,USD,SAR,3.7504
11654,2014-03-21,USD,VEB,1445.0
11655,2014-03-22,USD,ARS,3.6099
11656,2014-03-22,USD,AUD,1.8426
11657,2014-03-22,USD,BRL,3.155
11658,2014-03-22,USD,CAD,1.5727
11659,2014-03-22,USD,CNY,8.2872
11660,2014-03-22,USD,EUR,1.0085
11661,2014-03-22,USD,GBP,0.6391
11662,2014-03-22,USD,JPY,118.39
11663,2014-03-22,USD,MXN,10.035
11664,2014-03-22,USD,SAR,3.7507
11665,2014-03-22,USD,VEB,1441.0
11666,2014-03-23,USD,ARS,3.6299
11667,2014-03-23,USD,AUD,1.8267
11668,2014-03-23,USD,BRL,3.1629
11669,2014-03-23,USD,CAD,1.5595
11670,2014-03-23,USD,CNY,8.287
11671,2014-03-23,USD,EUR,1.0185
11672,2014-03-23,USD,GBP,0.6411
11673,2014-03-23,USD,JPY,118.57
11674,2014-03-23,USD,MXN,9.9923
11675,2014-03-23,USD,SAR,3.7504
11676,2014-03-23,USD,VEB,1462.0
11677,2014-03-24,USD,ARS,3.6299
11678,2014-03-24,USD,AUD,1.8268
11679,2014-03-24,USD,BRL,3.1629
11680,2014-03-24,USD,CAD,1.5596
11681,2014-03-24,USD,CNY,8.287
11682,2014-03-24,USD,EUR,1.0187
11683,2014-03-24,USD,GBP,0.6419
11684,2014-03-24,USD,JPY,118.59
11685,2014-03-24,USD,MXN,9.99
11686,2014-03-24,USD,SAR,3.7504
11687,2014-03-24,USD,VEB,1462.0
11688,2014-03-25,USD,ARS,3.6299
11689,2014-03-25,USD,AUD,1.8277
11690,2014-03-25,USD,BRL,3.1629
11691,2014-03-25,USD,CAD,1.5591
11692,2014-03-25,USD,CNY,8.287
11693,2014-03-25,USD,EUR,1.0188
11694,2014-03-25,USD,GBP,0.6419
11695,2014-03-25,USD,JPY,118.59
11696,2014-03-25,USD,MXN,9.99
11697,2014-03-25,USD,SAR,3.7504
11698,2014-03-25,USD,VEB,1462.0
11699,2014-03-26,USD,ARS,3.62
11700,2014-03-26,USD,AUD,1.8245
11701,2014-03-26,USD,BRL,3.105
11702,2014-03-26,USD,CAD,1.5638
11703,2014-03-26,USD,CNY,8.287
11704,2014-03-26,USD,EUR,1.0209
11705,2014-03-26,USD,GBP,0.6424
11706,2014-03-26,USD,JPY,118.91
11707,2014-03-26,USD,MXN,9.9588
11708,2014-03-26,USD,SAR,3.7504
11709,2014-03-26,USD,VEB,1461.0
11710,2014-03-27,USD,ARS,3.64
11711,2014-03-27,USD,AUD,1.8233
11712,2014-03-27,USD,BRL,3.14
11713,2014-03-27,USD,CAD,1.573
11714,2014-03-27,USD,CNY,8.287
11715,2014-03-27,USD,EUR,1.0251
11716,2014-03-27,USD,GBP,0.6429
11717,2014-03-27,USD,JPY,119.93
11718,2014-03-27,USD,MXN,10.0
11719,2014-03-27,USD,SAR,3.7504
11720,2014-03-27,USD,VEB,1500.0
11721,2014-03-28,USD,ARS,3.62
11722,2014-03-28,USD,AUD,1.8251
11723,2014-03-28,USD,BRL,3.1099
11724,2014-03-28,USD,CAD,1.5804
11725,2014-03-28,USD,CNY,8.287
11726,2014-03-28,USD,EUR,1.0246
11727,2014-03-28,USD,GBP,0.6437
11728,2014-03-28,USD,JPY,120.34
11729,2014-03-28,USD,MXN,10.015
11730,2014-03-28,USD,SAR,3.7509
11731,2014-03-28,USD,VEB,1493.0
11732,2014-03-29,USD,ARS,3.64
11733,2014-03-29,USD,AUD,1.8115
11734,2014-03-29,USD,BRL,3.1299
11735,2014-03-29,USD,CAD,1.5876
11736,2014-03-29,USD,CNY,8.2867
11737,2014-03-29,USD,EUR,1.0186
11738,2014-03-29,USD,GBP,0.6404
11739,2014-03-29,USD,JPY,120.03
11740,2014-03-29,USD,MXN,9.9764
11741,2014-03-29,USD,SAR,3.7504
11742,2014-03-29,USD,VEB,1453.0
11743,2014-03-30,USD,ARS,3.64
11744,2014-03-30,USD,AUD,1.8186
11745,2014-03-30,USD,BRL,3.2054
11746,2014-03-30,USD,CAD,1.5801
11747,2014-03-30,USD,CNY,8.2867
11748,2014-03-30,USD,EUR,1.0293
11749,2014-03-30,USD,GBP,0.6447
11750,2014-03-30,USD,JPY,121.76
11751,2014-03-30,USD,MXN,9.9629
11752,2014-03-30,USD,SAR,3.7504
11753,2014-03-30,USD,VEB,1453.0
11754,2014-03-31,USD,ARS,3.64
11755,2014-03-31,USD,AUD,1.8185
11756,2014-03-31,USD,BRL,3.2054
11757,2014-03-31,USD,CAD,1.5806
11758,2014-03-31,USD,CNY,8.2867
11759,2014-03-31,USD,EUR,1.0346
11760,2014-03-31,USD,GBP,0.6444
11761,2014-03-31,USD,JPY,121.78
11762,2014-03-31,USD,MXN,9.9629
11763,2014-03-31,USD,SAR,3.7504
11764,2014-03-31,USD,VEB,1453.0
11765,2014-04-01,USD,ARS,3.64
11766,2014-04-01,USD,AUD,1.8177
11767,2014-04-01,USD,BRL,3.2054
11768,2014-04-01,USD,CAD,1.5801
11769,2014-04-01,USD,CNY,8.2867
11770,2014-04-01,USD,EUR,1.0302
11771,2014-04-01,USD,GBP,0.6448
11772,2014-04-01,USD,JPY,121.87
11773,2014-04-01,USD,MXN,9.9629
11774,2014-04-01,USD,SAR,3.7504
11775,2014-04-01,USD,VEB,1453.0
11776,2014-04-02,USD,ARS,3.6499
11777,2014-04-02,USD,AUD,1.8257
11778,2014-04-02,USD,BRL,3.217
11779,2014-04-02,USD,CAD,1.5813
11780,2014-04-02,USD,CNY,8.2867
11781,2014-04-02,USD,EUR,1.0319
11782,2014-04-02,USD,GBP,0.6492
11783,2014-04-02,USD,JPY,122.28
11784,2014-04-02,USD,MXN,10.005
11785,2014-04-02,USD,SAR,3.7504
11786,2014-04-02,USD,VEB,1437.0
11787,2014-04-03,USD,ARS,3.6299
11788,2014-04-03,USD,AUD,1.827
11789,2014-04-03,USD,BRL,3.249
11790,2014-04-03,USD,CAD,1.5817
11791,2014-04-03,USD,CNY,8.2868
11792,2014-04-03,USD,EUR,1.0261
11793,2014-04-03,USD,GBP,0.6487
11794,2014-04-03,USD,JPY,121.98
11795,2014-04-03,USD,MXN,10.0109
11796,2014-04-03,USD,SAR,3.7504
11797,2014-04-03,USD,VEB,1465.0
11798,2014-04-04,USD,ARS,3.64
11799,2014-04-04,USD,AUD,1.8226
11800,2014-04-04,USD,BRL,3.358
11801,2014-04-04,USD,CAD,1.5791
11802,2014-04-04,USD,CNY,8.2768
11803,2014-04-04,USD,EUR,1.0229
11804,2014-04-04,USD,GBP,0.6452
11805,2014-04-04,USD,JPY,121.45
11806,2014-04-04,USD,MXN,10.044
11807,2014-04-04,USD,SAR,3.7509
11808,2014-04-04,USD,VEB,1453.5
11809,2014-04-05,USD,ARS,3.68
11810,2014-04-05,USD,AUD,1.8199
11811,2014-04-05,USD,BRL,3.45
11812,2014-04-05,USD,CAD,1.5742
11813,2014-04-05,USD,CNY,8.2768
11814,2014-04-05,USD,EUR,1.0137
11815,2014-04-05,USD,GBP,0.6431
11816,2014-04-05,USD,JPY,121.51
11817,2014-04-05,USD,MXN,10.2
11818,2014-04-05,USD,SAR,3.7505
11819,2014-04-05,USD,VEB,1470.0
11820,2014-04-06,USD,ARS,3.68
11821,2014-04-06,USD,AUD,1.8328
11822,2014-04-06,USD,BRL,3.5312
11823,2014-04-06,USD,CAD,1.5743
11824,2014-04-06,USD,CNY,8.287
11825,2014-04-06,USD,EUR,1.0182
11826,2014-04-06,USD,GBP,0.6433
11827,2014-04-06,USD,JPY,123.3
11828,2014-04-06,USD,MXN,10.311
11829,2014-04-06,USD,SAR,3.7505
11830,2014-04-06,USD,VEB,1470.0
11831,2014-04-07,USD,ARS,3.68
11832,2014-04-07,USD,AUD,1.8325
11833,2014-04-07,USD,BRL,3.5312
11834,2014-04-07,USD,CAD,1.5738
11835,2014-04-07,USD,CNY,8.287
11836,2014-04-07,USD,EUR,1.0182
11837,2014-04-07,USD,GBP,0.6432
11838,2014-04-07,USD,JPY,123.36
11839,2014-04-07,USD,MXN,10.263
11840,2014-04-07,USD,SAR,3.7505
11841,2014-04-07,USD,VEB,1470.0
11842,2014-04-08,USD,ARS,3.68
11843,2014-04-08,USD,AUD,1.8322
11844,2014-04-08,USD,BRL,3.5312
11845,2014-04-08,USD,CAD,1.5734
11846,2014-04-08,USD,CNY,8.287
11847,2014-04-08,USD,EUR,1.0195
11848,2014-04-08,USD,GBP,0.6438
11849,2014-04-08,USD,JPY,123.41
11850,2014-04-08,USD,MXN,10.263
11851,2014-04-08,USD,SAR,3.7505
11852,2014-04-08,USD,VEB,1470.0
11853,2014-04-09,USD,ARS,3.6699
11854,2014-04-09,USD,AUD,1.8398
11855,2014-04-09,USD,BRL,3.57
11856,2014-04-09,USD,CAD,1.5824
11857,2014-04-09,USD,CNY,8.2872
11858,2014-04-09,USD,EUR,1.0226
11859,2014-04-09,USD,GBP,0.6448
11860,2014-04-09,USD,JPY,123.97
11861,2014-04-09,USD,MXN,10.2799
11862,2014-04-09,USD,SAR,3.7505
11863,2014-04-09,USD,VEB,1451.0
11864,2014-04-10,USD,ARS,3.6499
11865,2014-04-10,USD,AUD,1.8396
11866,2014-04-10,USD,BRL,3.78
11867,2014-04-10,USD,CAD,1.5876
11868,2014-04-10,USD,CNY,8.2871
11869,2014-04-10,USD,EUR,1.0192
11870,2014-04-10,USD,GBP,0.6417
11871,2014-04-10,USD,JPY,123.37
11872,2014-04-10,USD,MXN,10.31
11873,2014-04-10,USD,SAR,3.7509
11874,2014-04-10,USD,VEB,1462.0
11875,2014-04-11,USD,ARS,3.6699
11876,2014-04-11,USD,AUD,1.8325
11877,2014-04-11,USD,BRL,3.702
11878,2014-04-11,USD,CAD,1.5797
11879,2014-04-11,USD,CNY,8.287
11880,2014-04-11,USD,EUR,1.0245
11881,2014-04-11,USD,GBP,0.6422
11882,2014-04-11,USD,JPY,122.91
11883,2014-04-11,USD,MXN,10.2609
11884,2014-04-11,USD,SAR,3.7507
11885,2014-04-11,USD,VEB,1463.0
11886,2014-04-12,USD,ARS,3.68
11887,2014-04-12,USD,AUD,1.8381
11888,2014-04-12,USD,BRL,3.762
11889,2014-04-12,USD,CAD,1.5752
11890,2014-04-12,USD,CNY,8.2872
11891,2014-04-12,USD,EUR,1.0244
11892,2014-04-12,USD,GBP,0.6421
11893,2014-04-12,USD,JPY,122.27
11894,2014-04-12,USD,MXN,10.143
11895,2014-04-12,USD,SAR,3.7509
11896,2014-04-12,USD,VEB,1471.0
11897,2014-04-13,USD,ARS,3.68
11898,2014-04-13,USD,AUD,1.8395
11899,2014-04-13,USD,BRL,3.8368
11900,2014-04-13,USD,CAD,1.579
11901,2014-04-13,USD,CNY,8.2873
11902,2014-04-13,USD,EUR,1.02
11903,2014-04-13,USD,GBP,0.6408
11904,2014-04-13,USD,JPY,122.56
11905,2014-04-13,USD,MXN,10.188
11906,2014-04-13,USD,SAR,3.7507
11907,2014-04-13,USD,VEB,1471.0
11908,2014-04-14,USD,ARS,3.68
11909,2014-04-14,USD,AUD,1.8403
11910,2014-04-14,USD,BRL,3.8368
11911,2014-04-14,USD,CAD,1.5789
11912,2014-04-14,USD,CNY,8.2873
11913,2014-04-14,USD,EUR,1.0269
11914,2014-04-14,USD,GBP,0.6408
11915,2014-04-14,USD,JPY,122.55
11916,2014-04-14,USD,MXN,10.188
11917,2014-04-14,USD,SAR,3.7507
11918,2014-04-14,USD,VEB,1471.0
11919,2014-04-15,USD,ARS,3.68
11920,2014-04-15,USD,AUD,1.8409
11921,2014-04-15,USD,BRL,3.8368
11922,2014-04-15,USD,CAD,1.5785
11923,2014-04-15,USD,CNY,8.2873
11924,2014-04-15,USD,EUR,1.0193
11925,2014-04-15,USD,GBP,0.6405
11926,2014-04-15,USD,JPY,122.6
11927,2014-04-15,USD,MXN,10.188
11928,2014-04-15,USD,SAR,3.7507
11929,2014-04-15,USD,VEB,1471.0
11930,2014-04-16,USD,ARS,3.74
11931,2014-04-16,USD,AUD,1.8426
11932,2014-04-16,USD,BRL,3.7559
11933,2014-04-16,USD,CAD,1.5871
11934,2014-04-16,USD,CNY,8.2873
11935,2014-04-16,USD,EUR,1.0128
11936,2014-04-16,USD,GBP,0.6377
11937,2014-04-16,USD,JPY,121.7
11938,2014-04-16,USD,MXN,10.2
11939,2014-04-16,USD,SAR,3.7509
11940,2014-04-16,USD,VEB,1470.0
11941,2014-04-17,USD,ARS,3.76
11942,2014-04-17,USD,AUD,1.8379
11943,2014-04-17,USD,BRL,3.615
11944,2014-04-17,USD,CAD,1.5818
11945,2014-04-17,USD,CNY,8.2873
11946,2014-04-17,USD,EUR,1.0176
11947,2014-04-17,USD,GBP,0.6389
11948,2014-04-17,USD,JPY,122.56
11949,2014-04-17,USD,MXN,10.1259
11950,2014-04-17,USD,SAR,3.7505
11951,2014-04-17,USD,VEB,1473.0
11952,2014-04-18,USD,ARS,3.76
11953,2014-04-18,USD,AUD,1.8406
11954,2014-04-18,USD,BRL,3.6629
11955,2014-04-18,USD,CAD,1.59
11956,2014-04-18,USD,CNY,8.2873
11957,2014-04-18,USD,EUR,1.0135
11958,2014-04-18,USD,GBP,0.6371
11959,2014-04-18,USD,JPY,122.89
11960,2014-04-18,USD,MXN,10.129
11961,2014-04-18,USD,SAR,3.7505
11962,2014-04-18,USD,VEB,1486.0
11963,2014-04-19,USD,ARS,3.75
11964,2014-04-19,USD,AUD,1.831
11965,2014-04-19,USD,BRL,3.695
11966,2014-04-19,USD,CAD,1.5918
11967,2014-04-19,USD,CNY,8.2873
11968,2014-04-19,USD,EUR,1.0125
11969,2014-04-19,USD,GBP,0.6369
11970,2014-04-19,USD,JPY,122.7
11971,2014-04-19,USD,MXN,10.201
11972,2014-04-19,USD,SAR,3.7503
11973,2014-04-19,USD,VEB,1498.5
11974,2014-04-20,USD,ARS,3.75
11975,2014-04-20,USD,AUD,1.8308
11976,2014-04-20,USD,BRL,3.7757
11977,2014-04-20,USD,CAD,1.5921
11978,2014-04-20,USD,CNY,8.2873
11979,2014-04-20,USD,EUR,1.0213
11980,2014-04-20,USD,GBP,0.6388
11981,2014-04-20,USD,JPY,123.19
11982,2014-04-20,USD,MXN,10.178
11983,2014-04-20,USD,SAR,3.7502
11984,2014-04-20,USD,VEB,1489.0
11985,2014-04-21,USD,ARS,3.75
11986,2014-04-21,USD,AUD,1.8298
11987,2014-04-21,USD,BRL,3.7757
11988,2014-04-21,USD,CAD,1.5934
11989,2014-04-21,USD,CNY,8.2873
11990,2014-04-21,USD,EUR,1.0217
11991,2014-04-21,USD,GBP,0.6389
11992,2014-04-21,USD,JPY,123.37
11993,2014-04-21,USD,MXN,10.192
11994,2014-04-21,USD,SAR,3.7502
11995,2014-04-21,USD,VEB,1489.0
11996,2014-04-22,USD,ARS,3.75
11997,2014-04-22,USD,AUD,1.8294
11998,2014-04-22,USD,BRL,3.7757
11999,2014-04-22,USD,CAD,1.5922
12000,2014-04-22,USD,CNY,8.2873
12001,2014-04-22,USD,EUR,1.0208
12002,2014-04-22,USD,GBP,0.6391
12003,2014-04-22,USD,JPY,123.21
12004,2014-04-22,USD,MXN,10.192
